id,source_file,dataset_key,series_year,period_start,period_end,period_label,jurisdiction,jurisdiction_slug,location,location_slug,age_group,age_group_slug,metric_key,metric_label,metric_group,detection_method,detection_method_slug,fines,arrests,charges,total_actions
fines-07207,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,QLD,qld,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1004090,0,0,1004090
fines-07208,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,SA,sa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,11886,0,0,11886
fines-07209,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,SA,sa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,100562,0,0,100562
fines-07210,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,TAS,tas,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,3256,0,0,3256
fines-07211,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,TAS,tas,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,9250,0,0,9250
fines-07212,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,VIC,vic,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,41448,0,0,41448
fines-07213,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,VIC,vic,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1307924,0,0,1307924
fines-07214,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,WA,wa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,14377,0,0,14377
fines-07215,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2014,2014-01-01,2014-12-31,Jan 2014,WA,wa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,711518,0,0,711518
fines-07216,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,ACT,act,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,873,0,0,873
fines-07217,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,ACT,act,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,50640,0,0,50640
fines-07218,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,NSW,nsw,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,37989,0,0,37989
fines-07219,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,NSW,nsw,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,486571,0,0,486571
fines-07220,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,NT,nt,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,492,0,0,492
fines-07221,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,NT,nt,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,24928,0,0,24928
fines-07222,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,QLD,qld,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,23048,0,0,23048
fines-07223,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,QLD,qld,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1076622,0,0,1076622
fines-07224,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,SA,sa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,12446,0,0,12446
fines-07225,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,SA,sa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,85282,0,0,85282
fines-07226,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,TAS,tas,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,3273,0,0,3273
fines-07227,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,TAS,tas,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,15220,0,0,15220
fines-07228,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,VIC,vic,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,33598,0,0,33598
fines-07229,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,VIC,vic,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1306201,0,0,1306201
fines-07230,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,WA,wa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,16666,0,0,16666
fines-07231,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2015,2015-01-01,2015-12-31,Jan 2015,WA,wa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,752276,0,0,752276
fines-07232,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,ACT,act,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1120,0,0,1120
fines-07233,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,ACT,act,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,55750,0,0,55750
fines-07234,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,NSW,nsw,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,38918,0,0,38918
fines-07235,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,NSW,nsw,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,494676,0,0,494676
fines-07236,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,NT,nt,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,535,0,0,535
fines-07237,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,NT,nt,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,22239,0,0,22239
fines-07238,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,QLD,qld,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,17213,0,0,17213
fines-07239,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,QLD,qld,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,659305,0,0,659305
fines-07240,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,SA,sa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,11153,0,0,11153
fines-07241,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,SA,sa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,182856,0,0,182856
fines-07242,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,TAS,tas,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,3191,0,0,3191
fines-07243,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,TAS,tas,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,15977,0,0,15977
fines-07244,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,VIC,vic,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,27925,0,0,27925
fines-07245,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,VIC,vic,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1266642,0,0,1266642
fines-07246,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,WA,wa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,14926,0,0,14926
fines-07247,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2016,2016-01-01,2016-12-31,Jan 2016,WA,wa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,567954,0,0,567954
fines-07248,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,ACT,act,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1299,0,0,1299
fines-07249,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,ACT,act,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,52913,0,0,52913
fines-07250,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NSW,nsw,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,41020,0,0,41020
fines-07251,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NSW,nsw,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,28,0,0,28
fines-07252,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NSW,nsw,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,22926,0,0,22926
fines-07253,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NSW,nsw,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,478004,0,0,478004
fines-07254,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NSW,nsw,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,253949,0,0,253949
fines-07255,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NT,nt,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,546,0,0,546
fines-07256,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,NT,nt,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,22556,0,0,22556
fines-07257,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,QLD,qld,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,15043,0,0,15043
fines-07258,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,QLD,qld,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,733717,0,0,733717
fines-07259,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,SA,sa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,11252,0,0,11252
fines-07260,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,SA,sa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,162804,0,0,162804
fines-07261,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,TAS,tas,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,2738,0,0,2738
fines-07262,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,TAS,tas,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,13095,0,0,13095
fines-07263,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,VIC,vic,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,29293,0,0,29293
fines-07264,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,VIC,vic,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1220180,0,0,1220180
fines-07265,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,WA,wa,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,16718,0,0,16718
fines-07266,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,WA,wa,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,7309,0,0,7309
fines-07267,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,WA,wa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,646380,0,0,646380
fines-07268,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2017,2017-01-01,2017-12-31,Jan 2017,WA,wa,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,107803,0,0,107803
fines-07269,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,ACT,act,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1399,0,0,1399
fines-07270,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,ACT,act,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,197,0,0,197
fines-07271,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,ACT,act,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,66449,0,0,66449
fines-07272,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NSW,nsw,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,37653,0,0,37653
fines-07273,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NSW,nsw,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,15,0,0,15
fines-07274,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NSW,nsw,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,21538,0,0,21538
fines-07275,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NSW,nsw,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,444372,0,0,444372
fines-07276,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NSW,nsw,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,237017,0,0,237017
fines-07277,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NT,nt,All regions,all-regions,All ages,all-ages,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,861,0,0,861
fines-07278,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NT,nt,All regions,all-regions,All ages,all-ages,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,2558,0,0,2558
fines-07279,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NT,nt,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,27639,0,0,27639
fines-07280,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2018,2018-01-01,2018-12-31,Jan 2018,NT,nt,All regions,all-regions,All ages,all-ages,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,9813,0,0,9813
